date,target_site,proxy_status,water_quality_proxy_station_code,water_quality_proxy_station_name,water_quality_proxy_province,water_quality_proxy_city,water_quality_proxy_basin,water_quality_proxy_river,water_quality_proxy_longitude,water_quality_proxy_latitude,water_temp,ph,dissolved_oxygen,conductivity,turbidity,codmn,nh3_n,toc,tp,tn,chlorophyll_a,algae_density,water_quality_class,station_status,secchi_depth_sd_m,secchi_formula,water_quality_source_file,weather_station_id,weather_station_name,weather_district,weather_city,weather_province,weather_longitude,weather_latitude,weather_altitude,weather_pressure,weather_air_temp,weather_humidity,weather_precipitation,weather_wind_speed,weather_wind_dir,water_weather_distance_km
2021-07-02,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,27.18,7.28,6.77,535.04,46.82,2.5,0.02,,0.05,1.85,,,Ⅱ,,0.1015755710331545,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1002.908333,26.420833,97.416667,11.9,1.1875,154.098504,22.7724
2021-07-03,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,27.28,7.29,6.85,564.03,48.86,2.55,0.02,,0.06,1.84,,,Ⅱ,,0.0985879497853454,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1002.970833,27.2125,94.583333,10.2,1.020833,202.877211,22.7724
2021-07-07,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,29.8,7.09,7.38,632.84,53.66,3.22,0.23,,0.07,1.89,,,Ⅱ,,0.0923285024017749,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1006.066667,31.616667,75.333333,1.4,1.075,241.029667,22.7724
2021-07-08,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.42,6.88,6.34,650.13,73.32,3.06,0.18,,0.08,1.86,,,Ⅱ,,0.0742054049869485,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1006.570833,27.05,91.458333,46.7,0.820833,219.919889,22.7724
2021-07-09,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.84,7.01,6.18,650.91,73.98,3.81,0.32,,0.11,2.08,,,Ⅲ,,0.0737413748067227,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1006.966667,27.754167,82.083333,2.4,1.204167,188.087516,22.7724
2021-07-10,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.36,6.91,6.19,670.41,75.02,3.27,0.16,,0.09,2.12,,,Ⅱ,,0.0730242856407311,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1008.0625,27.3375,91.5,9.5,1.0875,177.784824,22.7724
2021-07-11,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.22,6.84,5.87,715.82,81.48,3.01,0.06,,0.08,2.19,,,Ⅱ,,0.0689216307684636,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1007.629167,31.104167,80.875,0.0,1.070833,173.018433,22.7724
2021-07-12,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.83,6.76,6.08,634.42,69.91,2.74,0.02,,0.06,2.11,,,Ⅱ,,0.076720910376306,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1004.983333,31.841667,73.333333,0.0,1.641667,172.732589,22.7724
2021-07-13,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,29.06,6.81,6.15,651.18,63.59,2.7,0.02,,0.07,2.05,,,Ⅱ,,0.0819821080869418,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1005.183333,30.675,77.0,0.0,1.729167,164.754394,22.7724
2021-07-14,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,30.09,6.94,6.73,617.56,50.57,2.61,0.02,,0.05,2.05,,,Ⅱ,,0.0962423439402265,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1007.2875,31.0,74.125,0.0,2.0875,149.787638,22.7724
2021-07-15,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,29.58,7.07,7.08,621.57,92.96,3.03,0.09,,0.06,2.06,,,Ⅱ,,0.0628469170871176,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1009.220833,30.575,74.666667,0.0,2.254167,149.613746,22.7724
2021-07-16,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,29.33,7.04,7.08,649.83,69.14,2.69,0.02,,0.06,2.01,,,Ⅱ,,0.0773180151131957,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1009.1375,29.129167,81.625,0.0,2.1,125.344607,22.7724
2021-07-17,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,29.11,6.94,6.96,679.24,66.93,2.53,0.02,,0.06,2.03,,,Ⅱ,,0.0790963934653502,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1007.275,28.5625,80.666667,0.0,1.958333,115.662471,22.7724
2021-07-18,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.56,7.1,7.18,631.04,55.37,2.48,0.02,,0.06,1.99,,,Ⅱ,,0.0903231536378713,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1006.845833,28.645833,77.625,0.0,1.966667,105.691299,22.7724
2021-07-19,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.73,7.15,7.32,648.63,67.9,2.56,0.02,,0.05,1.9,,,Ⅱ,,0.0783037240285925,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1008.204167,29.854167,78.541667,0.0,2.304167,109.144127,22.7724
2021-07-20,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,29.07,7.04,7.34,658.3,88.2,2.5,0.02,,0.06,2.01,,,Ⅱ,,0.0652023501143335,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1009.404167,29.216667,80.916667,0.2,2.416667,88.46064,22.7724
2021-07-21,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.88,7.04,7.34,620.2,62.93,2.38,0.02,,0.06,2.03,,,Ⅱ,,0.0825830363865908,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1007.683333,29.075,76.75,0.0,1.979167,76.433808,22.7724
2021-07-22,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.5,7.08,7.22,639.0,57.98,2.37,0.02,,0.05,2.01,,,Ⅱ,,0.0874573897655216,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1005.183333,28.841667,82.666667,0.2,2.554167,72.136023,22.7724
2021-07-23,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.08,7.04,7.4,442.55,45.74,4.78,0.05,,0.06,1.76,,,Ⅱ,,0.1032485465840281,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1003.404167,28.775,83.708333,14.8,2.533333,64.55041,22.7724
2021-07-24,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.26,7.04,6.51,684.94,113.69,3.32,0.16,,0.09,1.83,,,Ⅱ,,0.0545865532415137,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,998.641667,26.679167,95.458333,43.6,2.845833,48.5807,22.7724
2021-07-25,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,27.1,6.83,5.35,742.33,122.83,4.56,0.68,,0.16,2.41,,,Ⅲ,,0.0517104292359669,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,987.2125,25.504167,99.875,117.9,4.179167,62.742854,22.7724
2021-07-26,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,24.82,7.24,5.97,753.79,295.2,6.07,0.58,,0.23,2.89,,,Ⅱ,,0.0279904455666863,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,988.7375,25.466667,100.0,57.8,3.0125,102.657129,22.7724
2021-07-27,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,25.47,6.82,5.16,777.57,189.53,5.76,0.48,,0.23,3.36,,,Ⅲ,,0.038169518831876,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,993.758333,26.470833,99.75,40.6,2.9,113.280478,22.7724
2021-07-28,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,25.49,6.75,4.41,777.56,94.37,5.5,0.47,,0.22,3.38,,,Ⅳ,,0.0621881289643356,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,996.683333,28.191667,91.583333,1.4,2.329167,126.095314,22.7724
2021-07-30,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.46,6.58,5.05,821.11,43.37,4.41,0.15,,0.12,2.76,,,Ⅲ,,0.1071664053504612,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,999.195833,30.325,75.458333,0.1,0.866667,92.694078,22.7724
2021-07-31,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,27.86,6.6,4.43,800.17,134.91,5.21,0.18,,0.18,2.6,,,Ⅳ,,0.0484239663882066,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,997.933333,28.170833,92.708333,76.2,0.8125,110.2182,22.7724
2021-08-01,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,27.29,6.55,4.04,618.49,140.03,5.33,0.43,,0.19,2.44,,,Ⅲ,,0.0471776709391025,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,998.579167,28.570833,92.458333,2.5,0.875,101.582815,22.7724
2021-08-02,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,27.73,6.44,3.24,670.84,46.02,4.73,0.36,,0.16,2.52,,,Ⅳ,,0.1028084067977096,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1000.983333,29.266667,86.083333,3.9,1.508333,68.601307,22.7724
2021-08-03,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,27.97,6.5,4.06,672.01,45.13,4.58,0.33,,0.15,2.54,,,Ⅲ,,0.1042234693249734,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1003.841667,28.9375,90.958333,0.1,2.025,88.7284,22.7724
2021-08-04,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.41,6.83,6.0,705.94,77.37,4.39,0.18,,0.14,2.47,,,Ⅲ,,0.0714645134490887,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1003.970833,28.875,83.458333,0.0,2.454167,94.146645,22.7724
2021-08-05,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.61,6.89,6.87,683.61,53.22,3.0,0.02,,0.08,2.12,,,Ⅱ,,0.0928621746779456,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1002.120833,28.9375,84.625,0.2,1.958333,98.901917,22.7724
2021-08-06,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.75,6.8,6.87,683.63,54.36,3.13,0.02,,0.09,2.2,,,Ⅱ,,0.0914946384685233,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1001.6,28.7,82.583333,0.1,1.554167,80.022461,22.7724
2021-08-07,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,29.06,6.67,6.47,648.82,56.76,3.04,0.02,,0.07,2.06,,,Ⅱ,,0.0887690533090195,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1002.545833,29.170833,76.375,0.0,1.516667,52.74829,22.7724
2021-08-08,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,29.05,7.28,6.68,635.64,90.08,3.12,0.03,,0.08,2.02,,,Ⅱ,,0.0642467842549621,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1004.554167,27.983333,77.25,0.0,1.045833,32.870429,22.7724
2021-08-09,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,29.04,7.9,6.9,626.15,66.72,2.85,0.02,,0.06,2.01,,,Ⅱ,,0.0792705794345768,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1004.891667,29.691667,77.666667,0.2,1.375,116.695896,22.7724
2021-08-10,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,29.63,7.8,6.8,643.86,59.33,2.75,0.02,,0.06,1.98,,,Ⅱ,,0.0860595786074208,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1005.716667,28.908333,85.25,1.3,1.079167,95.343233,22.7724
2021-08-11,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.91,7.82,6.27,672.67,43.6,3.07,0.03,,0.08,1.91,,,Ⅱ,,0.106770362340796,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1007.626087,26.895652,97.130435,14.8,0.421739,,22.7724
2021-08-12,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.91,7.81,6.19,662.61,45.57,3.06,0.02,,0.08,1.92,,,Ⅱ,,0.1035180158143907,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1005.054167,28.2,87.25,1.5,0.854167,28.317816,22.7724
2021-08-13,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.54,7.79,6.03,682.58,66.29,3.09,0.02,,0.08,1.89,,,Ⅱ,,0.0796301705233394,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1003.020833,25.8,94.291667,92.7,1.558333,59.194338,22.7724
2021-08-14,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,25.72,7.97,7.27,238.43,46.68,6.68,0.22,,0.15,1.41,,,Ⅲ,,0.1017887229947662,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1007.525,24.216667,99.041667,36.8,0.708333,,22.7724
2021-08-15,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,25.12,7.69,7.27,319.94,88.22,4.22,0.26,,0.14,1.68,,,Ⅱ,,0.0651920025293601,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1009.6,25.3,99.458333,35.3,0.575,6.263196,22.7724
2021-08-16,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,25.46,7.34,5.77,482.87,48.54,4.75,0.19,,0.17,2.22,,,Ⅲ,,0.0990424599806327,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1009.852174,25.773913,95.913043,46.3,0.456522,,22.7724
2021-08-17,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,26.36,7.17,3.53,616.73,93.53,4.47,0.37,,0.19,2.2,,,Ⅳ,,0.0625785657164447,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1009.5,26.320833,85.541667,0.0,0.925,,22.7724
2021-08-18,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,26.92,6.47,4.23,656.83,37.57,4.06,0.35,,0.14,2.38,,,Ⅳ,,0.118495654069087,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1008.708333,27.85,74.833333,0.0,1.025,109.262185,22.7724
2021-08-19,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,28.3,5.73,4.9,596.95,48.97,3.85,0.15,,0.13,2.22,,,Ⅲ,,0.0984328786716608,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1008.2125,28.108333,77.458333,0.0,1.579167,121.437784,22.7724
2021-08-20,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,29.66,7.68,6.61,531.52,45.11,3.0,0.04,,0.09,2.09,,,Ⅱ,,0.104255813185562,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1005.441667,29.704167,80.166667,0.0,1.445833,176.755872,22.7724
2021-08-21,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,30.1,8.24,8.95,585.34,33.95,4.98,0.02,,0.12,2.07,,,Ⅱ,,0.1272047749716832,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1005.833333,29.083333,84.958333,0.4,0.775,110.19243,22.7724
2021-08-22,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,30.2,8.18,8.52,573.31,27.45,4.02,0.02,,0.09,1.98,,,Ⅱ,,0.1476085842752225,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1005.604167,29.208333,82.625,0.9,1.554167,127.840166,22.7724
2021-08-23,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,30.04,7.51,5.55,543.93,78.42,3.53,0.02,,0.09,1.94,,,Ⅲ,,0.0707933513840627,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1001.554167,30.4,80.833333,0.6,1.295833,182.776837,22.7724
2021-08-24,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,30.49,7.47,5.55,500.37,60.08,2.99,0.02,,0.08,1.9,,,Ⅲ,,0.0853061441562351,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1003.425,29.283333,84.875,3.2,1.058333,273.887945,22.7724
2021-08-25,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,30.25,7.47,5.38,480.67,122.01,3.21,0.02,,0.08,1.82,,,Ⅲ,,0.0519534580906811,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1008.45,28.279167,80.791667,0.0,0.825,,22.7724
