date,water_temp,ph,dissolved_oxygen,conductivity,turbidity,codmn,nh3_n,tp,tn,station_id,weather_station_name,district,pressure,air_temp,humidity,precipitation,wind_speed,wind_dir,songpu_flow_m3s,songpu_water_level_m,huangdu_flow_m3s,huangdu_water_level_m,huangdu_flow_m3s_abs,huangdu_flow_m3s_reverse_flag,huangdu_flow_m3s_3d_mean,huangdu_flow_m3s_7d_mean,songpu_flow_m3s_abs,songpu_flow_m3s_reverse_flag,songpu_flow_m3s_3d_mean,songpu_flow_m3s_7d_mean,huangdu_water_level_m_1d_diff,huangdu_water_level_m_3d_mean,songpu_water_level_m_1d_diff,songpu_water_level_m_3d_mean,songpu_flow_level_coupling,huangdu_flow_level_coupling,boundary_label,boundary_label_available,boundary_extent_ratio,label_source,label_confidence,boundary_zone_name,notes,wind_dir_sin,wind_dir_cos,precipitation_3d,precipitation_7d,pressure_drop,conductivity_anomaly,mixing_proxy,resuspension_index,runoff_proxy,nutrient_risk_index,self_purification_index,settling_index,songpu_flow_m3s_1d_diff,songpu_flow_rise_flag,huangdu_flow_m3s_1d_diff,huangdu_flow_rise_flag,songpu_tidal_pumping_proxy,songpu_resuspension_potential,songpu_flushing_potential,runoff_sediment_pulse,hydrodynamic_intensity,water_air_temp_gap,dayofyear_sin,dayofyear_cos,clearness_proxy
2023-03-01,11.32,7.347166666666666,8.262333333333332,623.692,96.707,3.846666666666667,0.38233333333333336,0.10466666666666667,3.86,58362,宝山,宝山区,1027.8125,10.058333,65.916667,0.0,2.704167,13.100361,1140.0,2.15,30.2,2.57,30.2,0,31.466666666666665,19.78714285714285,1140.0,0,1186.6666666666667,935.7142857142856,-0.0500000000000002,2.623333333333333,-0.1,2.25,2451.0,77.61399999999999,0.0,1.0,0.0071343638525564,DLR_GWP_P1D_real_raster_proxy,0.5714285714285714,wusongkou_aoi_boundary_proxy,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation.",0.22665744410293082,0.9739745392117428,1.6999999999999964,7.4,0.0,21.964619047618953,4.373035633126801,7.336250899999991,12.799865446297057,5.289,1.4967355725287301,0.18504239413770904,-150.0,0.0,-2.6999999999999993,0.0,0.0,1419.0000000000002,12.145155072478602,0.0,4.903114182023933,1.261667000000001,0.8584015232918917,0.512978386299228,0.3165850949795369
2023-03-02,10.991666666666667,7.325500000000001,8.655833333333334,641.321,71.9165,3.612833333333333,0.3798333333333333,0.10166666666666667,3.9415,58362,宝山,宝山区,1031.275,6.3875,61.333333,0.0,1.975,61.258045,883.0,2.09,22.4,2.53,22.4,0,28.5,22.13714285714285,883.0,0,1104.3333333333333,977.1428571428572,-0.04,2.5733333333333333,-0.06,2.1633333333333336,1845.47,56.67199999999999,,0.0,,,,,,0.8767942835339095,0.48086566145053256,1.6999999999999964,1.7,0.0,28.188976190476183,4.724337269375118,5.353499999999993,3.2503252005018664,5.338,1.6387600012985166,0.21390374331550818,-257.0,0.0,-7.800000000000001,0.0,0.0,1208.4,15.14517747469137,0.0,4.355268913740451,4.604166666666667,0.8670985522812081,0.4981366284784055,0.36625942673802214
2023-03-03,11.161666666666667,7.307333333333333,8.533333333333333,644.6595,78.0355,3.653833333333333,0.41050000000000003,0.10049999999999999,4.1265,58362,宝山,宝山区,1027.370833,7.8625,64.041667,0.0,1.895833,101.374621,985.0,2.13,27.9,2.55,27.9,0,26.83333333333333,25.86142857142857,985.0,0,1002.6666666666666,1021.2857142857144,0.02,2.55,0.04,2.123333333333333,2098.05,71.145,,0.0,,,,,,0.9803586302010697,-0.1972231127182668,0.0,1.7,3.904167000000143,20.707595238095223,4.78847769616038,1.9098330000000001,3.2876434904783047,5.542,1.6008378571690207,0.1470588235294087,102.0,1.0,5.5,1.0,0.0,1130.48,12.686282324609405,0.0,4.793133309711287,3.2991666666666672,0.8755389928586302,0.4831474640149687,0.35258181714657677
2023-03-04,11.479999999999999,7.36,8.7225,634.6973333333333,85.62016666666666,3.6140000000000003,0.347,0.09983333333333333,3.8775,58362,宝山,宝山区,1027.175,10.2125,65.25,0.0,1.870833,105.179851,690.0,2.01,28.5,2.52,28.5,0,26.266666666666666,29.08571428571428,690.0,0,852.6666666666666,1024.0,-0.0299999999999998,2.533333333333333,-0.1200000000000001,2.0766666666666667,1386.9,71.82000000000001,,0.0,,,,,,0.9651086379211861,-0.2618497985676387,0.0,1.7,0.19583299999999326,3.037357142857104,4.657111061973156,1.912833,3.3050997432410885,5.222833333333333,1.6666068130693854,0.32608702741022405,-295.0,0.0,0.6000000000000014,1.0,0.0,1103.2,9.84374308523227,0.0,3.893533419796185,1.2674999999999983,0.8837203473619977,0.4680153284438345,0.33702806384098605
2023-03-05,12.186666666666667,7.361666666666667,8.488833333333334,630.6819999999999,107.01983333333334,3.7113333333333336,0.3373333333333333,0.10716666666666667,3.6865,58362,宝山,宝山区,1024.358333,11.233333,65.375,0.0,1.933333,103.021273,595.0,2.12,27.0,2.51,27.0,0,27.8,28.6,595.0,0,756.6666666666666,959.0,-0.0100000000000002,2.526666666666667,0.1100000000000003,2.0866666666666664,1261.4,67.77,,0.0,,,,,,0.9742864769249402,-0.2253128067402918,0.0,1.7,2.816667000000052,-2.3987380952381727,4.775489297352528,1.9718330000000002,3.315431308071285,5.0954999999999995,1.5774759070734146,0.17391304347825928,-95.0,0.0,-1.5,0.0,0.0,765.9000000000002,7.004886448321989,0.0,4.40300885928009,0.9533336666666674,0.8916401947968874,0.45274469960737107,0.29955361117675017
2023-03-06,12.698333333333332,7.384166666666666,8.364166666666668,616.4318333333333,126.02816666666666,3.7594999999999996,0.3393333333333333,0.11333333333333333,3.4296666666666664,58362,宝山,宝山区,1020.995833,15.8875,43.833333,0.0,1.8,166.711558,639.0,2.17,8.84,2.53,8.84,0,21.44666666666667,25.39142857142857,639.0,0,641.3333333333334,888.8571428571429,0.02,2.52,0.0499999999999998,2.1,1386.63,22.3652,,0.0,,,,,,0.22985341784982413,-0.9732252597948504,0.0,1.7,3.3624999999999545,-14.815500000000043,3.182956378582741,1.8175,2.911837979759723,4.902333333333333,1.524381244127585,0.16227180527383486,44.0,1.0,-18.16,0.0,0.0,717.1499999999999,5.048749030726781,0.0,4.4581699243272155,-3.189166666666667,0.8992961915530253,0.4373400963303323,0.2720405963992659
2023-03-07,13.101666666666667,7.363333333333333,8.176,603.8006666666666,150.37316666666666,3.891,0.31566666666666665,0.12,3.482666666666667,58362,宝山,宝山区,1018.8,16.745455,50.545455,0.0,2.095455,155.616227,634.0,2.19,8.13,2.61,8.13,0,14.656666666666666,21.85285714285714,634.0,0,622.6666666666666,795.1428571428571,0.08,2.5499999999999994,0.02,2.16,1388.46,21.2193,,0.0,,,,,,0.41284649437190124,-0.9108006214780663,0.0,0.0,2.1958329999999933,-24.09709523809522,3.9286000006979758,2.102455,0.4126345217056191,4.998333333333333,1.446661405250236,0.1889899018915624,-5.0,0.0,-0.7099999999999991,0.0,0.0,651.78,4.113454718416628,0.0,4.397346418938365,-3.643788333333333,0.9066860720977985,0.4218060770826634,0.24227939995505166
2023-03-08,13.534999999999998,7.371833333333334,8.1605,588.6206666666667,183.52833333333334,3.9466666666666668,0.28933333333333333,0.13166666666666668,3.5218333333333334,58362,宝山,宝山区,1017.2,19.066667,58.041667,0.0,2.333333,231.429568,559.0,2.19,5.43,2.61,5.43,0,7.466666666666666,18.314285714285717,559.0,0,610.6666666666666,712.1428571428571,0.0,2.583333333333333,0.0,2.183333333333333,1224.21,14.172299999999998,0.0,1.0,0.0023781212841854,DLR_GWP_P1D_real_raster_proxy,0.8571428571428572,wusongkou_aoi_boundary_proxy,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation.",-0.7818423269901169,-0.6234762030155434,0.0,0.0,1.599999999999909,-34.2669047619047,5.10682201992221,2.333333,0.32042053280345717,5.127833333333333,1.4090046434345034,0.20270271639883594,-75.0,0.0,-2.700000000000001,0.0,0.0,634.0,3.309338222675831,0.0,4.368614126460989,-5.5316670000000006,0.9138076496466615,0.4061472386305789,0.20866255797120004
2023-03-09,13.9,7.370166666666667,8.168833333333334,574.4513333333333,222.8033333333333,4.0305,0.24766666666666667,0.13899999999999998,3.0446666666666666,58362,宝山,宝山区,1017.929167,17.233333,65.25,0.0,1.616667,120.903393,444.0,2.24,-0.552,2.64,0.552,1,4.336,15.035428571428568,444.0,0,545.6666666666666,649.4285714285714,0.0300000000000002,2.62,0.0500000000000002,2.2066666666666666,994.56,-1.45728,,0.0,,,,,,0.8580344928086346,-0.513592064921791,0.0,0.0,0.0,-38.88342857142857,3.918534191710393,1.6341670000000001,0.2511714462919984,4.682333333333333,1.3837577305291389,0.38216555641203104,-115.0,0.0,-5.981999999999999,0.0,0.0,586.9500000000002,2.438152544644852,0.0,3.535014579477836,-3.333332999999998,0.9206588168102428,0.3903682146763026,0.17590971083359463
2023-03-10,14.126666666666667,7.351166666666667,8.0635,564.722,234.91233333333332,3.7883333333333336,0.21133333333333335,0.14366666666666666,3.6313333333333335,58362,宝山,宝山区,1017.870833,20.8375,39.541667,0.0,2.5375,155.317954,533.0,2.3,2.31,2.69,2.31,0,2.396,11.379714285714284,533.0,0,512.0,584.8571428571429,0.0499999999999998,2.646666666666667,0.0599999999999996,2.243333333333333,1225.9,6.2139,,0.0,,,,,,0.41758236642557245,-0.9086390742480861,0.0,0.0,0.05833400000005895,-37.19311904761901,4.539174630648919,2.5585,0.18338974026736513,5.279333333333334,1.4124945822213206,0.2780996008158284,89.0,1.0,2.862,1.0,0.0,659.3199999999997,2.1702977235894125,0.0,4.177102651009631,-6.710833333333332,0.9272375462179537,0.374473674486883,0.16696593930832315
2023-03-11,14.38,7.340833333333333,7.904666666666667,569.2976666666667,260.84383333333335,3.9885,0.1975,0.151,3.729833333333333,58362,宝山,宝山区,1019.145833,18.3125,62.625,0.0,2.733333,145.825086,414.0,2.32,1.63,2.7,1.63,0,1.1293333333333333,7.541142857142854,414.0,0,463.6666666666667,545.4285714285714,0.0100000000000002,2.676666666666667,0.02,2.286666666666666,960.48,4.401,,0.0,,,,,,0.5617212005745523,-0.8273265938098954,0.0,0.0,0.0,-23.274642857142908,5.1729458723646475,2.740333,0.11337134125269843,5.437333333333333,1.3293298615134679,0.26785716677296134,-119.0,0.0,-0.6800000000000002,0.0,0.0,543.66,1.7707755831561178,0.0,4.179340494654744,-3.932499999999999,0.9335418911179212,0.35846832151248087,0.14926462114607952
2023-03-12,13.796666666666667,7.3685,8.344166666666666,550.9443333333334,307.38383333333337,4.2215,0.15983333333333336,0.1545,3.9156666666666666,58362,宝山,宝山区,1029.345833,8.379167,59.166667,0.7,3.495833,14.052623,346.0,2.35,4.4,2.7,4.4,0,2.78,4.312571428571426,346.0,0,431.0,509.8571428571428,0.0,2.6966666666666668,0.0300000000000002,2.3233333333333333,813.1,11.880000000000004,,0.0,,,,,,0.24281295632104072,0.970073125203784,0.6999999999999964,0.7,0.0,-30.236880952380943,5.222065262526682,5.9534160999999886,1.3136252704447242,5.6205,1.3549544468988284,0.19246192092778974,-68.0,0.0,2.7700000000000005,1.0,0.0,426.42000000000013,1.3976089321586787,1.9389999999999903,4.708143476273704,5.417499666666666,0.9395699859530622,0.342356891994542,0.12149650243226706
2023-03-13,13.638333333333334,7.341666666666666,8.251,563.655,245.85,3.9685,0.14233333333333334,0.14666666666666667,4.014166666666667,58362,宝山,宝山区,1021.695833,10.104167,44.541667,0.0,2.566667,138.627776,804.0,2.44,26.1,2.72,26.1,0,10.71,6.778285714285711,804.0,0,521.3333333333334,533.4285714285714,0.02,2.706666666666667,0.0899999999999998,2.37,1961.76,70.992,,0.0,,,,,,0.6609481467946449,-0.7504315739950742,0.6999999999999964,0.7,7.650000000000091,-9.986666666666679,5.266727138701755,4.394833899999991,1.3808581456414437,5.623166666666667,1.4120141859422308,0.08391608156878032,458.0,1.0,21.700000000000003,1.0,0.0,1375.58,2.1119438255350755,15.189999999999923,6.0290268080983225,3.5341663333333333,0.945320046913132,0.3261441535642696,0.1592734502895431
2023-03-14,14.268333333333333,7.310833333333334,7.5595,599.7996666666667,276.63349999999997,4.533333333333334,0.17066666666666666,0.1495,4.571000000000001,58362,宝山,宝山区,1014.708333,14.65,48.833333,0.0,3.4125,160.83533,1080.0,2.33,26.3,2.68,26.3,0,18.933333333333334,9.373999999999995,1080.0,0,743.3333333333334,597.1428571428571,-0.04,2.7000000000000006,-0.1099999999999998,2.373333333333333,2516.4,70.48400000000001,,0.0,,,,,,0.3282842583398579,-0.9445789780247332,0.6999999999999964,0.7,6.9874999999999545,26.72957142857149,5.580616304230647,5.839749999999988,1.4906923368432716,6.236666666666667,1.1843565911638785,0.08264462809917389,276.0,1.0,0.1999999999999993,1.0,0.0,1505.1599999999999,2.6773906366967006,0.1399999999999988,6.517057739688403,-0.3816666666666677,0.9507903724625832,0.3098349038318025,0.13932602439216224
2023-03-15,14.765,7.3385,7.627833333333334,598.9723333333333,229.35833333333335,4.1985,0.18899999999999997,0.13466666666666668,4.241833333333333,58362,宝山,宝山区,1022.4125,13.604167,61.375,0.0,3.3125,35.442589,641.0,2.11,26.4,2.58,26.4,0,26.26666666666667,12.369714285714284,641.0,0,841.6666666666666,608.8571428571429,-0.1,2.66,-0.2200000000000002,2.293333333333333,1352.51,68.112,1.0,1.0,0.0190249702734839,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation.",0.5798869116412109,0.8146969802983306,0.0,0.7,0.0,24.42342857142853,6.203063640365006,3.3895,1.6254747432410885,5.7775,1.277992355683919,0.2318840579710145,-439.0,0.0,0.09999999999999787,1.0,0.0,1317.6000000000001,3.6537278877111743,0.0,4.7072155505144515,1.1608330000000002,0.9559793438440766,0.2934339689665273,0.17100973843897604
2023-03-16,14.731666666666667,7.3475,7.949666666666666,613.0548333333334,152.76283333333333,3.5864999999999996,0.18333333333333335,0.10783333333333334,3.857333333333333,58362,宝山,宝山区,1025.241667,10.2125,60.75,7.7,4.5875,66.342724,654.0,2.25,25.4,2.54,25.4,0,26.03333333333333,16.077142857142857,654.0,0,791.6666666666666,638.8571428571429,-0.04,2.6,0.1400000000000001,2.23,1471.5,64.51599999999999,,0.0,,,,,,0.915962060938845,0.4012648787530046,7.699999999999997,8.4,0.0,32.991142857142904,9.76217123990224,39.96024999999998,13.997560600867988,5.119,1.5350043951165755,0.07525870178739417,13.0,1.0,-1.0,0.0,0.0,760.3800000000001,5.148621741057927,0.0,7.021866346237674,4.519166666666667,0.9608854255574977,0.27694620226893646,0.2396207937844227
2023-03-17,14.61,7.347333333333334,8.112833333333333,665.8183333333333,122.56016666666666,3.5171666666666668,0.27466666666666667,0.11083333333333334,3.9475,58362,宝山,宝山区,1021.720833,7.7375,86.125,20.5,2.908333,347.732897,720.0,2.31,21.4,2.52,21.4,0,24.4,18.804285714285715,720.0,0,671.6666666666666,665.5714285714286,-0.02,2.546666666666667,0.06,2.223333333333333,1663.2,53.928,,0.0,,,,,,-0.21246936976299766,0.9771677271136796,28.199999999999996,28.9,3.520834000000036,71.3123095238094,4.51336055016367,84.94432359999999,54.27533737610367,5.3305,1.5538290016065863,0.028066892498497063,66.0,1.0,-4.0,0.0,0.0,833.1600000000001,5.435948208767389,0.0,10.852891355291192,6.8725,0.9655071658143364,0.2603764827344581,0.2767389664864133
2023-03-18,14.591666666666667,7.3235,7.601333333333334,669.9413333333333,118.26783333333333,3.605833333333333,0.3348333333333333,0.11916666666666668,3.92,58362,宝山,宝山区,1022.879167,9.266667,71.083333,0.0,1.85,47.370539,803.0,2.27,33.1,2.57,33.1,0,26.633333333333336,23.3,803.0,0,725.6666666666666,721.1428571428571,0.0499999999999998,2.543333333333333,-0.04,2.276666666666667,1822.81,85.067,,0.0,,,,,,0.7357489459887196,0.6772543750146529,28.199999999999996,28.9,0.0,61.05764285714292,4.2145754404559765,54.034,49.94093665302096,5.4465,1.4027298069148586,0.032206119162640906,83.0,1.0,11.700000000000003,1.0,0.0,921.44,6.0843451782892,329.94000000000005,9.552702267076025,5.324999666666667,0.969843196967294,0.24372971360968387,0.282740208893252
2023-03-19,14.386666666666665,7.346166666666666,7.570666666666667,666.5151666666667,139.84233333333333,3.584,0.2781666666666667,0.12733333333333333,3.671666666666667,58362,宝山,宝山区,1018.104167,10.9125,66.333333,0.0,2.495833,108.828923,759.0,2.26,33.1,2.57,33.1,0,29.200000000000003,27.4,759.0,0,760.6666666666666,780.1428571428571,0.0,2.553333333333333,-0.0100000000000002,2.28,1715.34,85.067,,0.0,,,,,,0.9464864592758436,-0.3227435241913877,20.499999999999996,28.2,4.775000000000091,41.12135714285728,5.853102904105864,53.663909499999995,47.417176194657124,5.223166666666667,1.3982877101068483,0.03475742256054932,-44.0,0.0,0.0,0.0,0.0,811.0300000000002,5.400838289624095,0.0,9.32902181766309,3.4741666666666653,0.9738922359149924,0.22701082094141847,0.25451848238858554
2023-03-20,14.31,7.3455,7.381,665.564,219.9621666666667,4.006833333333334,0.27466666666666667,0.1455,3.7889999999999997,58362,宝山,宝山区,1010.920833,12.779167,86.916667,25.6,1.75,104.647395,619.0,2.24,28.0,2.58,28.0,0,31.4,27.67142857142857,619.0,0,727.0,753.7142857142857,0.0100000000000002,2.5733333333333337,-0.0199999999999995,2.2566666666666664,1386.5600000000002,72.24000000000001,,0.0,,,,,,0.9675003279540706,-0.25286975977519693,25.599999999999998,53.8,7.183333999999945,25.611761904761806,4.407583495625494,46.556999999999995,101.08289060941974,5.518666666666666,1.2408788242864768,0.028142588590195385,-140.0,0.0,-5.100000000000001,0.0,0.0,774.1799999999997,3.290156007099254,0.0,10.301391982699105,1.5308330000000012,0.9776530844816641,0.2102247521189836,0.1780782775044526
2023-03-21,14.339999999999998,7.311166666666666,6.998666666666668,654.6068333333334,273.81916666666666,4.3196666666666665,0.4151666666666667,0.1845,4.064166666666667,58362,宝山,宝山区,1007.6125,13.1875,93.583333,0.0,1.566667,67.919897,493.0,2.27,0.708,2.58,0.708,0,20.602666666666668,24.01542857142857,493.0,0,623.6666666666666,669.8571428571429,0.0,2.5766666666666667,0.0299999999999998,2.2566666666666664,1119.11,1.82664,,0.0,,,,,,0.9266592257098557,0.37590248656641084,25.599999999999998,53.8,3.3083330000000615,6.8250000000000455,3.9488137567433705,41.6838422,104.608755668579,6.324333333333334,1.0435177961139475,0.031771247021445535,-126.0,0.0,-27.292,0.0,0.0,637.5699999999998,2.2693710712802053,0.0,9.328478005359816,1.152499999999998,0.981124629771712,0.19337647441020586,0.14105538463207634
2023-03-22,14.476666666666667,7.289833333333333,6.628666666666667,637.8183333333333,270.2815,4.396333333333334,0.4546666666666667,0.20316666666666663,4.144333333333333,58362,宝山,宝山区,1006.391667,14.433333,90.0,1.2,2.408333,341.383971,467.0,2.45,5.27,2.77,5.27,0,11.326000000000002,20.99685714285714,467.0,0,526.3333333333334,645.0,0.1899999999999999,2.643333333333333,0.1800000000000001,2.3200000000000003,1144.15,14.5979,1.0,1.0,0.0225921521997621,DLR_GWP_P1D_real_raster_proxy,0.357142857142857,wusongkou_aoi_boundary_proxy,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation.",-0.3192244433904532,0.9476791412403542,26.799999999999997,55.0,1.2208329999999705,-15.512928571428574,4.099402005811507,67.01465739999999,104.87675662788101,6.630666666666666,0.9497448570130419,0.031817579887420525,-26.0,0.0,4.561999999999999,1.0,0.0,581.7400000000001,1.9401740750229315,122.26159999999997,9.66077711074563,0.04333366666666727,0.984305844499033,0.17647097349152166,0.14325451780924625
2023-03-23,14.656666666666666,7.2540000000000004,6.700333333333333,645.9973333333334,301.66283333333337,4.3133333333333335,0.3361666666666667,0.17800000000000002,4.0405,58362,宝山,宝山区,1014.9875,11.316667,69.583333,0.0,3.366667,0.516396,494.0,2.52,9.44,2.79,9.44,0,5.139333333333336,18.71685714285714,494.0,0,484.6666666666667,622.1428571428571,0.02,2.7133333333333334,0.0699999999999998,2.4133333333333336,1244.88,26.3376,,0.0,,,,,,0.009012688425062403,0.9999593848988831,1.1999999999999964,47.3,0.0,-12.040000000000077,4.327693385087243,7.431167399999989,80.48512393279465,6.156666666666667,1.0179199392598814,0.17964070780594577,27.0,1.0,4.17,1.0,0.0,557.4699999999999,1.6013418672152784,5.003999999999985,4.887279248620663,3.3399996666666656,0.9871957872910085,0.15951325197263655,0.12467492409064607
2023-03-24,14.338333333333333,7.284,7.031333333333333,682.2835,316.08099999999996,4.107833333333333,0.30616666666666664,0.17833333333333334,3.893166666666666,58362,宝山,宝山区,1021.4375,8.408333,64.958333,1.3,2.525,12.469466,431.0,2.56,7.52,2.82,7.52,0,7.410000000000001,16.733999999999998,431.0,0,464.0,580.8571428571429,0.0299999999999998,2.793333333333333,0.04,2.51,1103.36,21.2064,,0.0,,,,,,0.21591929669847498,0.9764112132258805,2.4999999999999964,28.099999999999998,0.0,21.894000000000005,3.980460062400266,8.85149999999999,46.672704794097726,5.982666666666666,1.1013237766548378,0.1659751037344399,-63.0,0.0,-1.92,0.0,0.0,513.76,1.4633484819336386,0.0,4.587159586156842,5.930000333333332,0.9897936029670716,0.14250832791617088,0.11677582700073974
2023-03-25,14.216666666666667,7.249666666666666,6.3629999999999995,715.8993333333333,309.9891666666667,4.115166666666666,0.18899999999999997,0.17300000000000001,3.7439999999999998,58362,宝山,宝山区,1019.925,8.8625,66.041667,0.0,1.979167,345.600949,717.0,2.61,7.93,2.84,7.93,0,8.296666666666669,13.138285714285711,717.0,0,547.3333333333334,568.5714285714286,0.02,2.8166666666666664,0.0499999999999998,2.563333333333333,1871.37,22.5212,,0.0,,,,,,-0.24867384431872863,0.9685872800897938,1.2999999999999965,28.099999999999998,1.5125000000000455,48.94440476190482,3.4578045017959984,4.569584099999992,46.99215681394569,5.663,1.019374476447668,0.1726618605662226,286.0,1.0,0.41000000000000014,1.0,0.0,1053.1499999999999,1.7599755618496893,0.5329999999999987,4.529361635324077,5.354166666666666,0.992098522791769,0.12546123335273648,0.12006854638304443
2023-03-26,14.186666666666667,7.269166666666667,6.502333333333333,872.0396666666667,288.4096666666667,4.3933333333333335,0.2245,0.1795,3.903,58362,宝山,宝山区,1022.220833,10.779167,60.958333,0.0,1.9625,56.206689,700.0,2.51,7.91,2.83,7.91,0,7.786666666666669,9.539714285714282,700.0,0,616.0,560.1428571428571,-0.0099999999999997,2.83,-0.1,2.56,1756.9999999999998,22.3853,,0.0,,,,,,0.8310494083838774,0.5561985983664535,1.2999999999999965,28.099999999999998,0.0,175.7240952380953,4.5763106470085475,4.548749999999993,45.555276886144924,5.9225,0.9882220765580539,0.2346041055718477,-17.0,0.0,-0.019999999999999574,0.0,0.0,788.7,2.1284707145234725,0.0,4.206416783495415,3.407499666666668,0.9941098647022418,0.10837701279187609,0.13227501126646857
2023-03-27,14.168333333333335,7.308666666666667,7.084833333333333,1147.6381666666666,282.41283333333337,4.196333333333333,0.166,0.16016666666666668,3.5481666666666665,58362,宝山,宝山区,1023.170833,11.2625,58.333333,0.0,1.625,105.831988,953.0,2.49,12.8,2.81,12.8,0,9.546666666666669,7.368285714285711,953.0,0,790.0,607.8571428571429,-0.02,2.8266666666666667,-0.0199999999999995,2.536666666666666,2372.9700000000003,35.968,,0.0,,,,,,0.9620658306269106,-0.27281740695958606,0.0,2.4999999999999964,0.0,382.4548571428571,4.217456525485973,1.632,4.311704803134695,5.315833333333333,1.1478077780758715,0.38095238095238093,253.0,1.0,4.890000000000001,1.0,0.0,1230.1199999999994,2.7874531675523984,0.0,3.858013758590574,2.9058333333333355,0.9958270335100595,0.09126072172931188,0.1358290244121605
2023-03-28,14.338333333333333,7.303333333333334,7.0921666666666665,1198.9896666666666,247.38066666666666,4.521666666666667,0.18466666666666667,0.15916666666666665,3.7131666666666665,58362,宝山,宝山区,1023.204167,14.283333,48.833333,0.0,2.495833,104.331418,1060.0,2.4,31.2,2.78,31.2,0,17.303333333333338,11.724285714285712,1060.0,0,904.3333333333334,688.8571428571429,-0.0300000000000002,2.806666666666666,-0.0900000000000003,2.466666666666667,2544.0,86.73599999999999,,0.0,,,,,,0.9688801444273052,-0.24753033295845622,0.0,2.4999999999999964,0.0,356.037380952381,5.959041108298532,2.5273330000000005,4.156895803893396,5.4895,1.098838506666313,0.2860548544509992,107.0,1.0,18.4,1.0,0.0,1272.0300000000004,3.640916764858242,0.0,4.424524474001189,0.05500033333333221,0.9972495210773451,0.07411742515094437,0.1582242081360573
2023-03-29,14.563333333333333,7.338333333333334,7.277166666666666,1145.7843333333333,171.98216666666667,4.269666666666667,0.22266666666666665,0.13516666666666666,3.4821666666666666,58362,宝山,宝山区,1019.929167,13.979167,69.625,5.1,2.195833,104.622527,1050.0,2.29,33.9,2.68,33.9,0,25.96666666666667,15.814285714285711,1050.0,0,1021.0,772.1428571428571,-0.0999999999999996,2.7566666666666664,-0.1099999999999998,2.393333333333333,2404.5,90.852,0.0,1.0,0.0142687277051129,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation.",0.967609989498487,-0.252449813275308,5.099999999999996,6.399999999999996,3.2749999999999773,230.2654761904762,5.364167551701974,13.43308129999999,11.350190230309444,5.0565,1.2047190739607425,0.0864242012653715,-10.0,0.0,2.6999999999999993,1.0,0.0,1176.6,5.902342534346026,13.769999999999985,5.910701101890159,0.5841663333333322,0.998376906467142,0.056952196034039754,0.219629898697987
2023-03-30,14.615,7.303166666666667,7.020166666666667,739.2991666666667,122.36883333333333,3.9279999999999995,0.3401666666666667,0.11433333333333333,3.554,58362,宝山,宝山区,1018.275,12.791667,71.208333,0.9,1.566667,76.635165,1090.0,2.25,25.9,2.61,25.9,0,30.33333333333333,18.165714285714284,1090.0,0,1066.6666666666667,857.2857142857143,-0.0700000000000002,2.69,-0.04,2.313333333333333,2452.5,67.59899999999999,,0.0,,,,,,0.9729179291107442,0.23115082352191843,5.9999999999999964,7.299999999999996,1.6541670000000295,-189.54852380952366,4.140132911121103,10.980668999999994,13.014910683040277,5.0375,1.2428577312884113,0.09783937396889505,40.0,1.0,-8.0,0.0,0.0,1175.2,8.646159956661124,0.0,5.394336724787766,1.8233329999999999,0.9992088560679753,0.03977011384605572,0.27700200532576347
2023-03-31,14.823333333333332,7.283833333333334,7.0395,624.648,93.628,3.7876666666666665,0.3758333333333333,0.09949999999999999,3.4133333333333336,58362,宝山,宝山区,1016.979167,14.5125,70.458333,0.0,2.104167,67.266096,939.0,2.19,24.1,2.58,24.1,0,27.96666666666667,20.534285714285712,939.0,0,1026.3333333333333,929.8571428571428,-0.0299999999999998,2.623333333333333,-0.06,2.243333333333333,2056.41,62.178,,0.0,,,,,,0.9223095732916535,0.38645187412479715,5.9999999999999964,5.9999999999999964,1.295833000000016,-295.9660476190476,5.071742349193986,14.750168999999993,10.732421841540479,4.784166666666667,1.299335120320152,0.09615384615384603,-151.0,0.0,-1.7999999999999972,0.0,0.0,1155.4,10.845979343675586,0.0,5.583517247194314,0.3108333333333331,0.9997451236925734,0.022576263041545485,0.32201997202163846
