省份,城市,流域,河流,站点名称,经度,纬度,监测时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总有机碳,总磷,总氮,叶绿素α,藻密度,水质,站点
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-22 00:00:00,18.1100,7.80000,7.76000,395.20000,85.46000,3.47000,0.32000,,0.15000,1.59000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-22 04:00:00,18.3000,7.90000,8.21000,361.90000,60.13000,3.47000,0.32000,,0.15000,1.59000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-22 08:00:00,17.1200,7.61000,6.32000,478.20000,71.45000,2.61000,0.08000,,0.10000,1.32000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-22 12:00:00,17.7500,7.87000,8.12000,380.60000,76.66000,3.41000,0.59000,,0.14000,2.71000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-22 16:00:00,18.1100,7.95000,8.43000,355.00000,51.92000,2.90000,0.10000,,0.11000,1.55000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-22 20:00:00,17.3500,7.69000,7.09000,432.00000,69.17000,2.62000,0.06000,,0.09000,1.45000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-23 00:00:00,16.1300,7.65000,7.06000,468.30000,68.15000,3.14000,0.38000,,0.14000,2.03000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-23 04:00:00,17.0000,7.92000,8.51000,371.00000,46.35000,3.66000,0.30000,,0.14000,2.10000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-23 08:00:00,15.4300,7.46000,5.80000,552.00000,62.58000,2.65000,0.09000,,0.10000,1.89000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-23 12:00:00,15.7100,7.62000,6.79000,498.50000,71.41000,3.88000,0.63000,,0.16000,3.61000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-23 16:00:00,17.1200,7.92000,8.32000,373.00000,44.87000,4.25000,0.27000,,0.16000,2.10000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-23 20:00:00,16.0000,7.65000,6.93000,459.90000,68.62000,2.72000,0.06000,,0.10000,1.39000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-24 00:00:00,15.1700,7.63000,6.85000,506.30000,54.97000,3.77000,0.34000,,0.16000,2.10000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-24 04:00:00,16.3800,7.88000,8.36000,382.90000,32.92000,3.77000,0.34000,,0.16000,2.10000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-24 08:00:00,15.0400,7.53000,6.43000,537.50000,58.40000,2.72000,0.07000,,0.10000,1.69000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-24 12:00:00,15.6200,7.64000,6.93000,518.70000,57.94000,,,,,3.01000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-24 16:00:00,17.0000,7.87000,8.02000,384.60000,44.80000,3.90000,0.28000,,0.15000,2.29000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-24 20:00:00,16.5000,7.80000,7.75000,413.20000,43.54000,2.91000,0.07000,,0.11000,1.54000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-25 00:00:00,15.3700,7.65000,6.81000,512.60000,46.43000,3.01000,0.16000,,0.12000,1.73000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-25 04:00:00,16.5000,7.87000,8.17000,394.10000,29.26000,3.01000,0.16000,,0.12000,1.73000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-25 08:00:00,15.1200,7.63000,6.87000,520.90000,48.41000,2.52000,0.08000,,0.10000,1.72000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-25 12:00:00,15.4900,7.68000,7.31000,501.60000,46.87000,3.86000,0.33000,,0.14000,2.61000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-25 16:00:00,17.1200,7.93000,8.39000,364.30000,40.49000,3.74000,0.24000,,0.12000,1.96000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-25 20:00:00,16.8900,7.89000,8.22000,382.10000,35.78000,2.70000,0.06000,,0.10000,1.32000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-26 00:00:00,15.5000,7.65000,6.96000,503.00000,46.94000,2.72000,0.07000,,0.10000,1.66000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-26 04:00:00,16.1200,7.76000,7.79000,439.10000,32.08000,3.68000,0.29000,,0.12000,2.06000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-26 08:00:00,15.2700,7.64000,6.92000,506.10000,38.06000,3.05000,0.14000,,0.10000,1.78000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-26 12:00:00,15.6300,7.67000,7.16000,509.10000,43.20000,3.63000,0.25000,,0.11000,1.98000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-26 16:00:00,17.1500,7.94000,8.49000,352.50000,31.90000,3.63000,0.25000,,0.11000,1.98000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-27 08:00:00,15.7300,7.92000,7.52000,488.20000,96.78000,3.44000,0.21000,,0.10000,1.68000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-27 12:00:00,15.6200,7.68000,7.29000,511.70000,119.37000,3.23000,0.19000,,0.09000,1.98000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-27 16:00:00,16.7500,7.92000,8.34000,406.00000,81.45000,3.52000,0.27000,,0.10000,1.97000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-27 20:00:00,16.9900,8.01000,8.67000,353.40000,73.80000,2.61000,0.10000,,0.09000,1.49000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-28 00:00:00,15.8800,7.74000,7.44000,486.90000,109.36000,2.28000,0.04000,,0.08000,1.35000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-28 04:00:00,15.4900,7.65000,7.21000,520.40000,83.37000,3.13000,0.25000,,0.10000,1.86000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-28 08:00:00,16.0000,7.66000,7.53000,525.50000,78.81000,3.25000,0.28000,,0.10000,2.00000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-28 12:00:00,15.3700,7.67000,7.34000,545.10000,99.42000,3.28000,0.26000,,0.09000,2.11000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-28 16:00:00,15.2500,7.72000,7.60000,536.30000,82.87000,3.38000,0.30000,,0.10000,2.32000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-28 20:00:00,16.8800,7.96000,8.74000,354.20000,66.85000,3.35000,0.26000,,0.09000,2.32000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-29 00:00:00,15.8700,7.75000,7.63000,495.40000,98.02000,2.15000,0.05000,,0.08000,2.32000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-29 04:00:00,15.1300,7.64000,7.46000,525.70000,102.69000,3.18000,0.24000,,0.10000,2.32000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-29 08:00:00,16.0400,7.82000,8.19000,435.50000,73.82000,3.62000,0.29000,,0.10000,2.32000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-29 12:00:00,15.7500,7.79000,8.02000,465.90000,78.82000,2.65000,0.14000,,0.08000,2.32000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-29 16:00:00,15.0300,7.62000,7.35000,530.70000,97.26000,2.97000,0.19000,,0.09000,,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-29 20:00:00,16.9400,7.93000,8.71000,356.50000,68.37000,3.53000,0.34000,,0.10000,2.32000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-30 00:00:00,16.2500,7.84000,8.15000,426.10000,74.89000,2.37000,0.05000,,0.08000,1.39000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-30 04:00:00,15.1000,7.55000,6.93000,546.80000,103.84000,2.37000,0.05000,,0.08000,1.39000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-30 08:00:00,14.8500,7.68000,7.69000,515.40000,78.69000,3.69000,0.47000,,0.11000,2.47000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-30 12:00:00,15.3700,7.79000,8.03000,478.00000,76.30000,3.31000,0.31000,,0.09000,2.43000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-30 16:00:00,14.7400,7.59000,7.02000,557.80000,103.96000,3.05000,0.24000,,0.09000,2.00000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-11-30 20:00:00,16.1200,7.94000,8.99000,373.00000,84.69000,3.81000,0.58000,,0.12000,2.70000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-01 04:00:00,14.9900,7.69000,7.80000,481.10000,104.57000,2.36000,0.08000,,0.08000,1.78000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-01 08:00:00,14.6100,7.77000,8.64000,454.70000,97.58000,3.31000,0.41000,,0.12000,2.54000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-01 12:00:00,16.0000,8.00000,9.17000,357.90000,81.01000,2.93000,0.22000,,0.10000,2.50000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-01 16:00:00,14.9900,7.68000,7.67000,492.30000,123.77000,2.25000,0.07000,,0.09000,1.61000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-01 20:00:00,13.9700,7.71000,7.91000,518.00000,123.21000,3.45000,0.42000,,0.13000,2.57000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-02 00:00:00,15.4700,7.98000,9.14000,367.00000,78.18000,3.93000,0.40000,,0.13000,2.38000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-02 04:00:00,13.7200,7.62000,7.35000,524.80000,145.16000,2.39000,0.09000,,0.09000,1.84000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-02 08:00:00,13.4600,7.70000,8.05000,524.00000,148.89000,4.07000,0.53000,,0.15000,2.83000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-02 12:00:00,15.4800,7.95000,8.87000,383.30000,97.45000,4.03000,0.36000,,0.13000,2.92000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-02 16:00:00,14.6100,7.76000,8.14000,462.50000,142.94000,2.60000,0.11000,,0.10000,2.00000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-02 20:00:00,13.5900,7.73000,8.00000,520.60000,161.89000,3.43000,0.29000,,0.14000,0.65000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-03 00:00:00,14.8700,7.89000,8.96000,401.90000,110.62000,4.23000,0.37000,,0.14000,0.75000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-03 04:00:00,14.0000,7.84000,8.54000,443.60000,126.92000,3.06000,0.15000,,0.11000,2.06000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-03 08:00:00,13.7200,7.71000,8.09000,516.50000,158.65000,3.44000,0.21000,,0.12000,2.56000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-03 12:00:00,15.5600,7.93000,8.71000,395.40000,164.25000,4.21000,0.35000,,0.14000,3.03000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-03 16:00:00,15.7500,7.90000,8.30000,418.80000,127.54000,3.23000,0.13000,,0.13000,2.22000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-03 20:00:00,17.1300,8.02000,9.43000,0.70000,0.79000,3.20000,0.16000,,0.11000,2.22000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-04 00:00:00,14.9900,7.92000,8.79000,388.00000,144.57000,3.20000,0.02000,,0.56000,2.22000,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-04 04:00:00,14.7400,7.87000,8.49000,416.20000,116.17000,2.92000,0.11000,,0.15000,1.46000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-04 08:00:00,14.6100,7.68000,8.04000,507.00000,161.07000,3.03000,0.15000,,0.12000,1.61000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-04 12:00:00,15.7500,7.97000,8.84000,375.80000,167.94000,4.28000,0.37000,,0.16000,2.64000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-04 16:00:00,15.7500,7.63000,8.64000,396.10000,115.98000,3.24000,0.09000,,0.13000,1.20000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-04 20:00:00,15.7600,7.57000,7.81000,423.30000,192.75000,2.88000,0.11000,,0.11000,1.26000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-05 00:00:00,15.3700,7.68000,8.74000,375.40000,166.60000,3.59000,0.20000,,0.15000,1.48000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-05 08:00:00,15.3700,7.46000,9.13000,501.40000,243.44000,2.86000,0.10000,,0.11000,1.29000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-05 12:00:00,15.6600,7.74000,8.97000,369.40000,194.43000,4.66000,0.36000,,0.20000,2.59000,,,Ⅳ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-05 16:00:00,16.2500,7.71000,8.57000,371.30000,127.60000,3.35000,0.08000,,0.13000,1.13000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-05 20:00:00,16.1200,7.54000,7.79000,415.60000,157.70000,2.66000,0.07000,,0.11000,1.13000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-06 04:00:00,15.7500,7.67000,8.43000,384.40000,128.42000,2.62000,0.09000,,0.11000,0.50000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-06 08:00:00,15.7500,7.47000,7.52000,475.00000,198.31000,2.62000,0.09000,,0.11000,0.50000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-06 12:00:00,15.7700,7.71000,8.76000,379.80000,196.99000,3.70000,0.27000,,0.15000,3.00000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-06 16:00:00,16.2400,7.71000,8.69000,364.80000,158.64000,3.15000,0.09000,,0.13000,,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-06 20:00:00,16.1300,7.59000,8.06000,396.10000,136.64000,2.91000,0.07000,,0.12000,2.02000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-07 04:00:00,15.8700,7.68000,8.53000,371.20000,141.57000,2.70000,0.07000,,0.11000,1.76000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-07 08:00:00,15.7000,7.50000,7.59000,454.40000,152.58000,3.48000,0.24000,,0.14000,3.09000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-07 12:00:00,15.4900,7.61000,8.26000,425.90000,186.20000,3.48000,0.24000,,0.14000,3.09000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-07 16:00:00,16.2600,7.72000,8.65000,360.60000,210.71000,3.39000,0.15000,,0.13000,1.92000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-07 20:00:00,16.5000,7.67000,8.26000,381.20000,167.77000,3.08000,0.06000,,0.13000,1.66000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-08 04:00:00,16.1100,7.70000,8.55000,366.70000,140.79000,2.62000,0.06000,,0.11000,1.66000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-08 08:00:00,16.0000,7.60000,7.73000,430.50000,168.65000,2.62000,0.06000,,0.11000,1.66000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-08 12:00:00,15.5000,7.53000,7.25000,511.50000,175.68000,3.35000,0.17000,,0.13000,2.28000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-08 16:00:00,16.3700,7.74000,8.60000,362.20000,220.71000,4.28000,0.26000,,0.15000,2.24000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-08 20:00:00,16.6400,7.71000,8.20000,378.90000,140.01000,3.06000,0.06000,,0.13000,1.48000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-09 00:00:00,16.3800,7.50000,7.01000,452.80000,133.28000,2.81000,0.07000,,0.11000,1.60000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-09 04:00:00,16.3800,7.68000,8.27000,379.80000,135.50000,3.50000,0.21000,,0.13000,2.01000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-09 08:00:00,16.1300,7.59000,7.41000,463.50000,168.20000,2.81000,0.07000,,0.11000,1.52000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-09 12:00:00,15.8800,7.42000,6.83000,516.70000,157.29000,3.50000,0.18000,,0.14000,2.31000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-09 16:00:00,16.1300,7.71000,8.38000,385.20000,184.78000,4.02000,0.27000,,0.14000,2.58000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-09 20:00:00,16.5000,7.67000,8.01000,396.30000,120.94000,3.02000,0.07000,,0.12000,1.45000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-10 00:00:00,16.1200,7.46000,6.75000,481.90000,122.60000,2.83000,0.07000,,0.10000,1.60000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-10 04:00:00,15.4900,7.55000,7.60000,445.10000,137.79000,3.74000,0.22000,,0.13000,2.19000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-10 08:00:00,15.6200,7.55000,7.41000,480.70000,134.26000,3.26000,0.11000,,0.12000,1.90000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-10 12:00:00,15.5000,7.50000,6.93000,523.50000,178.85000,3.38000,0.13000,,0.12000,2.43000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-10 16:00:00,16.1500,7.67000,8.15000,398.10000,163.29000,4.23000,0.20000,,0.14000,2.20000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-10 20:00:00,16.1300,7.67000,8.00000,401.40000,109.24000,3.15000,0.07000,,0.13000,1.50000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-11 00:00:00,16.2500,7.49000,7.02000,448.10000,141.18000,2.64000,0.06000,,0.10000,1.52000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-11 04:00:00,14.7400,7.44000,6.91000,517.90000,148.84000,3.09000,0.16000,,0.12000,1.96000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-11 08:00:00,15.6200,7.60000,7.77000,442.90000,111.40000,3.82000,0.17000,,0.12000,2.24000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-11 12:00:00,15.2500,7.48000,7.09000,527.30000,154.52000,2.83000,0.09000,,0.10000,2.22000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-11 16:00:00,15.2400,7.50000,7.17000,522.90000,144.76000,3.99000,0.23000,,0.13000,2.28000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-11 20:00:00,15.8900,7.55000,8.23000,397.80000,112.82000,4.01000,0.20000,,0.12000,2.17000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-12 00:00:00,16.0000,7.47000,6.74000,504.50000,141.49000,2.48000,0.06000,,0.09000,1.91000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-12 04:00:00,18.6000,7.71000,9.09000,0.80000,0.79000,3.90000,0.27000,,0.13000,2.12000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-12 08:00:00,15.6900,7.69000,8.34000,399.60000,125.13000,3.90000,0.02000,,0.51000,2.12000,,,劣Ⅴ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-12 12:00:00,14.4000,7.55000,7.72000,523.40000,146.13000,2.47000,0.07000,,0.11000,2.15000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-12 16:00:00,14.1200,7.49000,7.53000,530.90000,141.38000,3.73000,0.23000,,0.12000,2.14000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-12 20:00:00,15.2500,7.71000,8.66000,392.70000,125.69000,4.00000,0.28000,,0.11000,2.37000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-13 00:00:00,15.1400,7.72000,8.54000,398.30000,111.01000,2.72000,0.09000,,0.10000,1.64000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-13 04:00:00,13.7000,7.44000,7.40000,539.30000,152.79000,2.67000,0.08000,,0.09000,1.55000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-13 08:00:00,13.8800,7.59000,8.52000,457.00000,120.18000,4.04000,0.32000,,0.11000,2.67000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-13 12:00:00,15.2400,7.63000,7.71000,499.80000,153.51000,2.99000,0.16000,,0.10000,2.80000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-13 16:00:00,14.7400,7.45000,7.00000,542.70000,152.76000,3.71000,0.23000,,0.11000,2.30000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-13 20:00:00,13.3300,7.53000,7.85000,529.50000,139.93000,4.05000,0.44000,,0.12000,2.68000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-14 00:00:00,13.2300,7.52000,7.69000,536.90000,149.01000,3.76000,0.30000,,0.10000,2.26000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-14 04:00:00,13.2000,7.38000,7.27000,548.60000,135.52000,3.76000,0.30000,,0.10000,2.26000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-14 08:00:00,13.3300,7.57000,8.32000,489.90000,122.10000,4.13000,0.39000,,0.12000,2.95000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-14 12:00:00,14.9900,7.76000,8.69000,388.90000,90.60000,3.15000,0.20000,,0.10000,3.00000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-14 16:00:00,15.2300,7.44000,6.65000,542.00000,148.27000,2.35000,0.07000,,0.09000,2.27000,,,Ⅱ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-14 20:00:00,13.7200,7.53000,7.67000,531.20000,140.14000,4.03000,0.37000,,0.13000,2.89000,,,Ⅲ,
上海市,宝山区,太湖流域,黄浦江,吴淞口,121.522058,31.392691,2021-12-15 00:00:00,14.6100,7.69000,8.36000,422.60000,91.68000,3.85000,0.26000,,0.11000,2.30000,,,Ⅲ,
